Date,Temperature,Humidity,Co2_levels,Location,Wind_speed,Rainfall,Pressure,Day,Month,Year,Day_of_Week,Is_Rainy,Feels_Hot,High_CO2,Humidity_Level
4/13/2031,29.7,83,411,Karachi,14,0.1,1012,13,4,2031,6,1,0,0,High
4/14/2031,24.5,78,415.3,Karachi,5,0.1,1014,14,4,2031,0,1,0,1,Moderate
4/15/2031,25.3,80,408.1,Karachi,6,0.3,1009,15,4,2031,1,1,0,0,Moderate
4/16/2031,29.8,75,417.5,Karachi,9,0.1,1003,16,4,2031,2,1,0,1,Moderate
4/17/2031,25.2,78,415.8,Karachi,13,0.1,1013,17,4,2031,3,1,0,1,Moderate
4/18/2031,29.4,78,411,Karachi,8,0,1011,18,4,2031,4,0,0,0,Moderate
4/19/2031,23.9,77,419.8,Karachi,10,0.1,1011,19,4,2031,5,1,0,1,Moderate
4/20/2031,30.5,81,409.6,Karachi,7,0,1008,20,4,2031,6,0,1,0,High
4/21/2031,24.3,78,416.6,Karachi,13,0,1009,21,4,2031,0,0,0,1,Moderate
4/22/2031,29.7,83,416.7,Karachi,6,0.2,1008,22,4,2031,1,1,0,1,High
4/23/2031,29.9,72,411.3,Karachi,12,0.1,1010,23,4,2031,2,1,0,0,Moderate
4/24/2031,25.9,79,414.9,Karachi,19,0.1,1007,24,4,2031,3,1,0,0,Moderate
4/25/2031,29.7,81,410.1,Karachi,19,0.1,1012,25,4,2031,4,1,0,0,High
4/26/2031,28.8,78,406.5,Karachi,15,0,1016,26,4,2031,5,0,0,0,Moderate
4/27/2031,26.4,79,411.8,Karachi,18,0,1008,27,4,2031,6,0,0,0,Moderate
4/28/2031,25,72,413.2,Karachi,18,0,1005,28,4,2031,0,0,0,0,Moderate
4/29/2031,22.1,82,416.9,Karachi,7,0,1010,29,4,2031,1,0,0,1,High
4/30/2031,29,83,415.2,Karachi,12,0.1,1011,30,4,2031,2,1,0,1,High
5/1/2031,23.3,82,415.3,Karachi,7,0.2,1011,1,5,2031,3,1,0,1,High
5/2/2031,28.3,85,412,Karachi,15,0,1015,2,5,2031,4,0,0,0,High
5/3/2031,27.2,81,413.4,Karachi,16,0,1012,3,5,2031,5,0,0,0,High
5/4/2031,30,82,412.2,Karachi,16,0.2,1005,4,5,2031,6,1,0,0,High
5/5/2031,27.1,81,411.3,Karachi,8,0.1,1006,5,5,2031,0,1,0,0,High
5/6/2031,27,83,413.2,Karachi,19,0,1011,6,5,2031,1,0,0,0,High
5/7/2031,30.2,72,415.2,Karachi,12,0,1009,7,5,2031,2,0,1,1,Moderate
5/8/2031,29,76,413.3,Karachi,14,0.1,1015,8,5,2031,3,1,0,0,Moderate
5/9/2031,28.9,88,414,Karachi,8,0,1007,9,5,2031,4,0,0,0,High
5/10/2031,29.4,68,417.1,Karachi,15,0.1,1013,10,5,2031,5,1,0,1,Moderate
5/11/2031,23.4,79,413.5,Karachi,13,0.1,1008,11,5,2031,6,1,0,0,Moderate
5/12/2031,30.3,86,411,Karachi,13,0.3,1011,12,5,2031,0,1,1,0,High
5/13/2031,29.8,80,416.7,Karachi,10,0.1,1008,13,5,2031,1,1,0,1,Moderate
5/14/2031,24.9,78,415.8,Karachi,5,0,1012,14,5,2031,2,0,0,1,Moderate
5/15/2031,27.3,81,416,Karachi,13,0,1013,15,5,2031,3,0,0,1,High
5/16/2031,27.9,78,416.9,Karachi,13,0.1,1011,16,5,2031,4,1,0,1,Moderate
5/17/2031,27.6,80,416.4,Karachi,18,0,1016,17,5,2031,5,0,0,1,Moderate
5/18/2031,29,77,415.1,Karachi,17,0,1008,18,5,2031,6,0,0,1,Moderate
5/19/2031,32.3,86,422.2,Karachi,11,0,1010,19,5,2031,0,0,1,1,High
5/20/2031,31.2,87,411.1,Karachi,13,0.1,1013,20,5,2031,1,1,1,0,High
5/21/2031,24.1,79,413.2,Karachi,12,0.1,1007,21,5,2031,2,1,0,0,Moderate
5/22/2031,29.9,73,417.9,Karachi,13,0,1010,22,5,2031,3,0,0,1,Moderate
5/23/2031,32,77,415.4,Karachi,13,0.1,1012,23,5,2031,4,1,1,1,Moderate
5/24/2031,29.2,79,417.3,Karachi,11,0.1,1013,24,5,2031,5,1,0,1,Moderate
5/25/2031,31.3,83,415.5,Karachi,10,0.3,1013,25,5,2031,6,1,1,1,High
5/26/2031,34,75,419.1,Karachi,6,0.2,1007,26,5,2031,0,1,1,1,Moderate
5/27/2031,31.1,76,412,Karachi,17,0.3,1011,27,5,2031,1,1,1,0,Moderate
5/28/2031,28.7,83,419,Karachi,11,0.3,1006,28,5,2031,2,1,0,1,High
5/29/2031,31.1,85,418.5,Karachi,5,0.1,1008,29,5,2031,3,1,1,1,High
5/30/2031,28.4,77,411.4,Karachi,10,0.1,1009,30,5,2031,4,1,0,0,Moderate
5/31/2031,28.1,73,416.9,Karachi,10,0,1013,31,5,2031,5,0,0,1,Moderate
6/1/2031,26.9,96,414.9,Karachi,16,0.1,1012,1,6,2031,6,1,0,0,High
6/2/2031,32.7,84,413.2,Karachi,19,0,1010,2,6,2031,0,0,1,0,High
6/3/2031,25.5,79,409.3,Karachi,11,0.1,1011,3,6,2031,1,1,0,0,Moderate
6/4/2031,32.6,84,412,Karachi,6,0,1012,4,6,2031,2,0,1,0,High
6/5/2031,29.5,79,417.1,Karachi,18,0,1011,5,6,2031,3,0,0,1,Moderate
6/6/2031,23.8,84,417.4,Karachi,18,0,1008,6,6,2031,4,0,0,1,High
6/7/2031,29.1,81,414.4,Karachi,17,0.3,1007,7,6,2031,5,1,0,0,High
6/8/2031,21.7,80,417.5,Karachi,16,0,1009,8,6,2031,6,0,0,1,Moderate
6/9/2031,29.9,79,417.8,Karachi,8,0.2,1008,9,6,2031,0,1,0,1,Moderate
6/10/2031,30.7,73,415.5,Karachi,6,0,1012,10,6,2031,1,0,1,1,Moderate
6/11/2031,26.2,90,412.8,Karachi,18,0.1,1015,11,6,2031,2,1,0,0,High
6/12/2031,28.4,75,416.3,Karachi,8,0,1012,12,6,2031,3,0,0,1,Moderate
6/13/2031,33.9,73,416.5,Karachi,7,0,1005,13,6,2031,4,0,1,1,Moderate
6/14/2031,26.5,79,417,Karachi,6,0.6,1008,14,6,2031,5,1,0,1,Moderate
6/15/2031,24.8,75,417.6,Karachi,6,0,1010,15,6,2031,6,0,0,1,Moderate
6/16/2031,32.4,80,410.9,Karachi,7,0,1006,16,6,2031,0,0,1,0,Moderate
6/17/2031,33.9,83,413.5,Karachi,14,0.1,1010,17,6,2031,1,1,1,0,High
6/18/2031,28,85,409.3,Karachi,16,0.1,1011,18,6,2031,2,1,0,0,High
6/19/2031,31,84,417.2,Karachi,8,0.4,1014,19,6,2031,3,1,1,1,High
6/20/2031,32,78,414.4,Karachi,11,0.1,1015,20,6,2031,4,1,1,0,Moderate
6/21/2031,25.8,80,416.3,Karachi,8,0.1,1006,21,6,2031,5,1,0,1,Moderate
6/22/2031,26.5,82,410.6,Karachi,15,0.1,1010,22,6,2031,6,1,0,0,High
6/23/2031,31.7,71,419.2,Karachi,11,0.1,1010,23,6,2031,0,1,1,1,Moderate
6/24/2031,33.1,83,411.4,Karachi,8,0.1,1008,24,6,2031,1,1,1,0,High
6/25/2031,29.7,73,417.3,Karachi,7,0,1010,25,6,2031,2,0,0,1,Moderate
6/26/2031,25.4,90,415.4,Karachi,12,0.1,1010,26,6,2031,3,1,0,1,High
6/27/2031,34,78,414.4,Karachi,7,0,1012,27,6,2031,4,0,1,0,Moderate
6/28/2031,26.4,79,414.2,Karachi,15,0.1,1014,28,6,2031,5,1,0,0,Moderate
6/29/2031,27,76,413.1,Karachi,19,0,1010,29,6,2031,6,0,0,0,Moderate
6/30/2031,29,77,418.9,Karachi,12,0,1009,30,6,2031,0,0,0,1,Moderate
7/1/2031,32.7,91,415,Karachi,6,0.1,1007,1,7,2031,1,1,1,0,High
7/2/2031,30.6,85,411.2,Karachi,17,0,1016,2,7,2031,2,0,1,0,High
7/3/2031,29.2,72,413.8,Karachi,18,0,1013,3,7,2031,3,0,0,0,Moderate
7/4/2031,29.4,88,415.4,Karachi,7,0,1011,4,7,2031,4,0,0,1,High
7/5/2031,28.1,86,417.7,Karachi,8,0,1010,5,7,2031,5,0,0,1,High
7/6/2031,29.7,79,413.2,Karachi,7,0,1015,6,7,2031,6,0,0,0,Moderate
7/7/2031,20.4,82,413.4,Karachi,10,0.1,1010,7,7,2031,0,1,0,0,High
7/8/2031,27.1,80,415.1,Karachi,13,0.1,1005,8,7,2031,1,1,0,1,Moderate
7/9/2031,28.7,90,417.6,Karachi,14,0.1,1011,9,7,2031,2,1,0,1,High
7/10/2031,24.5,76,410.9,Karachi,12,0.1,1006,10,7,2031,3,1,0,0,Moderate
7/11/2031,29.2,81,416.5,Karachi,8,0.1,1011,11,7,2031,4,1,0,1,High
7/12/2031,27.4,78,413.6,Karachi,6,0,1014,12,7,2031,5,0,0,0,Moderate
7/13/2031,33.3,73,414,Karachi,14,0.2,1005,13,7,2031,6,1,1,0,Moderate
7/14/2031,32.7,91,421,Karachi,5,0.4,1007,14,7,2031,0,1,1,1,High
7/15/2031,26.6,74,414.4,Karachi,15,0,1013,15,7,2031,1,0,0,0,Moderate
7/16/2031,27.5,81,417.3,Karachi,8,0.1,1009,16,7,2031,2,1,0,1,High
7/17/2031,27.8,71,417.2,Karachi,9,0,1011,17,7,2031,3,0,0,1,Moderate
7/18/2031,26.6,78,411.5,Karachi,6,0,1011,18,7,2031,4,0,0,0,Moderate
7/19/2031,28.6,82,409.5,Karachi,18,0,1013,19,7,2031,5,0,0,0,High
7/20/2031,25.7,76,417.5,Karachi,17,0.2,1008,20,7,2031,6,1,0,1,Moderate
7/21/2031,24.6,83,411.7,Karachi,17,0.1,1002,21,7,2031,0,1,0,0,High
7/22/2031,29.9,79,410,Karachi,19,0.1,1011,22,7,2031,1,1,0,0,Moderate
7/23/2031,29.9,86,418.1,Karachi,7,0.1,1005,23,7,2031,2,1,0,1,High
7/24/2031,25.6,87,411.9,Karachi,17,0.1,1013,24,7,2031,3,1,0,0,High
7/25/2031,30.7,77,412.7,Karachi,8,0,1010,25,7,2031,4,0,1,0,Moderate
7/26/2031,26.1,80,420.9,Karachi,7,0.2,1009,26,7,2031,5,1,0,1,Moderate
7/27/2031,28.8,81,410,Karachi,12,0.1,1012,27,7,2031,6,1,0,0,High
7/28/2031,30.5,83,411.2,Karachi,18,0.1,1005,28,7,2031,0,1,1,0,High
7/29/2031,27.9,80,413.6,Karachi,17,0.1,1009,29,7,2031,1,1,0,0,Moderate
7/30/2031,29.4,81,414.3,Karachi,15,0.3,1011,30,7,2031,2,1,0,0,High
7/31/2031,26.5,79,412.3,Karachi,16,0.1,1011,31,7,2031,3,1,0,0,Moderate
8/1/2031,27.4,81,411.5,Karachi,6,0,1009,1,8,2031,4,0,0,0,High
8/2/2031,27.4,86,419.5,Karachi,13,0.1,1009,2,8,2031,5,1,0,1,High
8/3/2031,25.8,83,415.8,Karachi,15,0,1015,3,8,2031,6,0,0,1,High
8/4/2031,27.5,84,416.8,Karachi,10,0.4,1013,4,8,2031,0,1,0,1,High
8/5/2031,23.4,84,414.6,Karachi,5,0.1,1008,5,8,2031,1,1,0,0,High
8/6/2031,26.5,79,415.9,Karachi,19,0,1014,6,8,2031,2,0,0,1,Moderate
8/7/2031,27.1,82,417.8,Karachi,12,0.1,1012,7,8,2031,3,1,0,1,High
8/8/2031,27.2,75,412,Karachi,14,0,1011,8,8,2031,4,0,0,0,Moderate
8/9/2031,27.3,86,415.8,Karachi,10,0.1,1012,9,8,2031,5,1,0,1,High
8/10/2031,27.8,66,417.1,Karachi,8,0,1007,10,8,2031,6,0,0,1,Moderate
8/11/2031,29.4,80,419.6,Karachi,10,0,1015,11,8,2031,0,0,0,1,Moderate
8/12/2031,30.6,86,420.8,Karachi,6,0,1013,12,8,2031,1,0,1,1,High
8/13/2031,26.1,73,415.2,Karachi,5,0,1011,13,8,2031,2,0,0,1,Moderate
8/14/2031,24.4,82,418.4,Karachi,16,0,1011,14,8,2031,3,0,0,1,High
8/15/2031,24.9,77,407,Karachi,10,0.2,1010,15,8,2031,4,1,0,0,Moderate
8/16/2031,26.5,78,419.7,Karachi,12,0,1008,16,8,2031,5,0,0,1,Moderate
8/17/2031,26.9,85,412.8,Karachi,17,0,1012,17,8,2031,6,0,0,0,High
8/18/2031,25.7,81,414.3,Karachi,9,0.2,1008,18,8,2031,0,1,0,0,High
8/19/2031,24.1,70,416.3,Karachi,12,0.2,1010,19,8,2031,1,1,0,1,Moderate
8/20/2031,26.6,75,414.5,Karachi,7,0.1,1010,20,8,2031,2,1,0,0,Moderate
8/21/2031,28.5,85,415.6,Karachi,17,0,1011,21,8,2031,3,0,0,1,High
8/22/2031,29.8,82,419.8,Karachi,10,0.1,1013,22,8,2031,4,1,0,1,High
8/23/2031,26.3,89,413.8,Karachi,5,0,1011,23,8,2031,5,0,0,0,High
8/24/2031,26.8,88,411.7,Karachi,17,0.3,1012,24,8,2031,6,1,0,0,High
8/25/2031,25.2,78,420.4,Karachi,7,0.2,1004,25,8,2031,0,1,0,1,Moderate
8/26/2031,27.9,93,416.6,Karachi,8,0.1,1011,26,8,2031,1,1,0,1,High
8/27/2031,25.5,80,420.8,Karachi,9,0,1010,27,8,2031,2,0,0,1,Moderate
8/28/2031,29.7,75,417.6,Karachi,7,0,1011,28,8,2031,3,0,0,1,Moderate
8/29/2031,22.6,77,411,Karachi,12,0.9,1008,29,8,2031,4,1,0,0,Moderate
8/30/2031,26.9,69,416.9,Karachi,9,0.1,1013,30,8,2031,5,1,0,1,Moderate
8/31/2031,28.9,88,412,Karachi,11,0,1011,31,8,2031,6,0,0,0,High
9/1/2031,28.6,88,415,Karachi,9,0,1008,1,9,2031,0,0,0,0,High
9/2/2031,36.1,75,414.8,Karachi,18,0.1,1008,2,9,2031,1,1,1,0,Moderate
9/3/2031,29,79,410.1,Karachi,12,0.4,1013,3,9,2031,2,1,0,0,Moderate
9/4/2031,25,80,412.6,Karachi,5,0.1,1010,4,9,2031,3,1,0,0,Moderate
9/5/2031,27.7,75,421.6,Karachi,7,0,1010,5,9,2031,4,0,0,1,Moderate
9/6/2031,22.7,71,415.7,Karachi,7,0.1,1009,6,9,2031,5,1,0,1,Moderate
9/7/2031,27.8,79,414.5,Karachi,14,0,1013,7,9,2031,6,0,0,0,Moderate
9/8/2031,25.5,78,420.4,Karachi,14,0.2,1011,8,9,2031,0,1,0,1,Moderate
9/9/2031,30.7,78,413.8,Karachi,7,0,1006,9,9,2031,1,0,1,0,Moderate
9/10/2031,26.4,81,414.7,Karachi,10,0.1,1007,10,9,2031,2,1,0,0,High
9/11/2031,27.6,87,418,Karachi,13,0,1010,11,9,2031,3,0,0,1,High
9/12/2031,26.1,78,413.8,Karachi,17,0,1008,12,9,2031,4,0,0,0,Moderate
9/13/2031,33.2,81,412.8,Karachi,16,0.1,1004,13,9,2031,5,1,1,0,High
9/14/2031,27,84,408.2,Karachi,10,0.2,1008,14,9,2031,6,1,0,0,High
9/15/2031,33.5,83,412.2,Karachi,9,0,1009,15,9,2031,0,0,1,0,High
9/16/2031,30.4,77,412.2,Karachi,16,0.1,1009,16,9,2031,1,1,1,0,Moderate
9/17/2031,29.4,80,415.5,Karachi,5,0.1,1012,17,9,2031,2,1,0,1,Moderate
9/18/2031,29.1,83,413.2,Karachi,6,0.2,1003,18,9,2031,3,1,0,0,High
9/19/2031,29.2,74,421.5,Karachi,15,0.1,1008,19,9,2031,4,1,0,1,Moderate
9/20/2031,22.2,86,411.8,Karachi,5,0,1012,20,9,2031,5,0,0,0,High
9/21/2031,27.2,87,419.2,Karachi,16,0.1,1008,21,9,2031,6,1,0,1,High
9/22/2031,30.5,76,415.7,Karachi,10,0.2,1006,22,9,2031,0,1,1,1,Moderate
9/23/2031,27.9,81,417.4,Karachi,7,0.2,1008,23,9,2031,1,1,0,1,High
9/24/2031,23.8,83,417.2,Karachi,16,0.1,1011,24,9,2031,2,1,0,1,High
9/25/2031,27.8,77,408.3,Karachi,17,0.5,1009,25,9,2031,3,1,0,0,Moderate
9/26/2031,33.1,82,415,Karachi,9,0,1008,26,9,2031,4,0,1,0,High
9/27/2031,31.7,81,414.2,Karachi,10,0.1,1011,27,9,2031,5,1,1,0,High
9/28/2031,27.8,73,411.6,Karachi,9,0.1,1011,28,9,2031,6,1,0,0,Moderate
9/29/2031,30.9,82,416.4,Karachi,7,0,1006,29,9,2031,0,0,1,1,High
9/30/2031,26.9,74,420.1,Karachi,6,0.4,1010,30,9,2031,1,1,0,1,Moderate
10/1/2031,22.9,85,407,Karachi,6,0,1006,1,10,2031,2,0,0,0,High
10/2/2031,25.2,77,413.4,Karachi,16,0,1014,2,10,2031,3,0,0,0,Moderate
10/3/2031,32.7,79,411.3,Karachi,6,0,1014,3,10,2031,4,0,1,0,Moderate
10/4/2031,27.2,87,415.2,Karachi,14,0,1009,4,10,2031,5,0,0,1,High
10/5/2031,27.3,82,414,Karachi,8,0.1,1013,5,10,2031,6,1,0,0,High
10/6/2031,27.1,75,413.2,Karachi,8,0.1,1008,6,10,2031,0,1,0,0,Moderate
10/7/2031,33.7,75,417.1,Karachi,16,0,1010,7,10,2031,1,0,1,1,Moderate
10/8/2031,32.9,77,419.9,Karachi,7,0.2,1008,8,10,2031,2,1,1,1,Moderate
10/9/2031,34.7,82,423,Karachi,12,0,1010,9,10,2031,3,0,1,1,High
10/10/2031,27.5,82,412.8,Karachi,19,0.2,1010,10,10,2031,4,1,0,0,High
10/11/2031,28.9,76,409.5,Karachi,8,0,1010,11,10,2031,5,0,0,0,Moderate
10/12/2031,23.5,74,416.7,Karachi,12,0.1,1010,12,10,2031,6,1,0,1,Moderate
10/13/2031,32.4,81,419.8,Karachi,15,0,1010,13,10,2031,0,0,1,1,High
10/14/2031,24.5,79,417.4,Karachi,7,0.1,1014,14,10,2031,1,1,0,1,Moderate
10/15/2031,28.7,91,419.8,Karachi,15,0.2,1004,15,10,2031,2,1,0,1,High
10/16/2031,24.7,80,414.3,Karachi,19,0.5,1016,16,10,2031,3,1,0,0,Moderate
10/17/2031,26.2,89,413.2,Karachi,16,0,1009,17,10,2031,4,0,0,0,High
10/18/2031,25.5,74,415.3,Karachi,6,0.1,1010,18,10,2031,5,1,0,1,Moderate
10/19/2031,26.2,72,414,Karachi,18,0.1,1014,19,10,2031,6,1,0,0,Moderate
10/20/2031,26.4,74,417,Karachi,12,0.7,1012,20,10,2031,0,1,0,1,Moderate
10/21/2031,26.4,86,417.9,Karachi,10,0.2,1012,21,10,2031,1,1,0,1,High
10/22/2031,30.5,89,418.1,Karachi,19,0.1,1014,22,10,2031,2,1,1,1,High
10/23/2031,24.7,76,416.5,Karachi,6,0.1,1010,23,10,2031,3,1,0,1,Moderate
10/24/2031,28.7,78,415.7,Karachi,11,0,1013,24,10,2031,4,0,0,1,Moderate
10/25/2031,31.7,74,417.4,Karachi,16,0.1,1006,25,10,2031,5,1,1,1,Moderate
10/26/2031,26.5,71,409.1,Karachi,14,0.2,1011,26,10,2031,6,1,0,0,Moderate
10/27/2031,25.8,84,415.6,Karachi,11,0.3,1012,27,10,2031,0,1,0,1,High
10/28/2031,27.3,81,415.2,Karachi,8,0.1,1013,28,10,2031,1,1,0,1,High
10/29/2031,31.5,80,415.6,Karachi,12,0.1,1012,29,10,2031,2,1,1,1,Moderate
10/30/2031,28.6,73,414.7,Karachi,19,0.1,1011,30,10,2031,3,1,0,0,Moderate
10/31/2031,26.4,88,416.3,Karachi,7,0.1,1009,31,10,2031,4,1,0,1,High
11/1/2031,29.5,77,413.3,Karachi,17,0,1009,1,11,2031,5,0,0,0,Moderate
11/2/2031,24.7,83,418.4,Karachi,13,0.1,1009,2,11,2031,6,1,0,1,High
11/3/2031,30,73,416.4,Karachi,19,0,1006,3,11,2031,0,0,0,1,Moderate
11/4/2031,29.2,79,415.5,Karachi,18,0,1015,4,11,2031,1,0,0,1,Moderate
11/5/2031,27.1,81,412.9,Karachi,19,0.1,1013,5,11,2031,2,1,0,0,High
11/6/2031,25.5,82,417.4,Karachi,16,0.3,1011,6,11,2031,3,1,0,1,High
11/7/2031,25.3,81,415.6,Karachi,15,0.1,1012,7,11,2031,4,1,0,1,High
11/8/2031,29.6,82,412.7,Karachi,9,0.1,1012,8,11,2031,5,1,0,0,High
11/9/2031,31.7,74,414.8,Karachi,7,0.2,1007,9,11,2031,6,1,1,0,Moderate
11/10/2031,26.1,81,416.9,Karachi,13,0,1012,10,11,2031,0,0,0,1,High
11/11/2031,29.4,81,416.7,Karachi,18,0,1014,11,11,2031,1,0,0,1,High
11/12/2031,21.7,81,416.5,Karachi,6,0.3,1008,12,11,2031,2,1,0,1,High
11/13/2031,26.2,80,415.3,Karachi,6,0.3,1005,13,11,2031,3,1,0,1,Moderate
11/14/2031,27.9,74,418.1,Karachi,7,0.1,1007,14,11,2031,4,1,0,1,Moderate
11/15/2031,25.3,73,418.7,Karachi,13,0,1010,15,11,2031,5,0,0,1,Moderate
11/16/2031,25.2,69,417.2,Karachi,15,0.2,1006,16,11,2031,6,1,0,1,Moderate
11/17/2031,26,84,413.2,Karachi,14,0.1,1009,17,11,2031,0,1,0,0,High
11/18/2031,28.9,84,411.8,Karachi,7,0,1008,18,11,2031,1,0,0,0,High
11/19/2031,27.4,84,413.4,Karachi,9,0,1010,19,11,2031,2,0,0,0,High
11/20/2031,21.3,82,420.9,Karachi,13,0.4,1008,20,11,2031,3,1,0,1,High
11/21/2031,21.6,69,415.8,Karachi,14,0,1010,21,11,2031,4,0,0,1,Moderate
11/22/2031,26.2,75,421.4,Karachi,10,0,1012,22,11,2031,5,0,0,1,Moderate
11/23/2031,29.4,81,414.6,Karachi,10,0.1,1007,23,11,2031,6,1,0,0,High
11/24/2031,19.8,81,414.2,Karachi,15,0,1011,24,11,2031,0,0,0,0,High
11/25/2031,26.5,79,414.8,Karachi,5,0,1007,25,11,2031,1,0,0,0,Moderate
11/26/2031,26.4,82,414.7,Karachi,15,0,1010,26,11,2031,2,0,0,0,High
11/27/2031,32.2,80,412.7,Karachi,6,0,1010,27,11,2031,3,0,1,0,Moderate
11/28/2031,26.8,81,411.6,Karachi,13,0.2,1011,28,11,2031,4,1,0,0,High
11/29/2031,29.1,77,416.5,Karachi,12,0.1,1011,29,11,2031,5,1,0,1,Moderate
11/30/2031,28.4,85,418.2,Karachi,6,0,1014,30,11,2031,6,0,0,1,High
12/1/2031,21.6,78,422.3,Karachi,9,0,1010,1,12,2031,0,0,0,1,Moderate
12/2/2031,30.3,73,413.7,Karachi,9,0,1008,2,12,2031,1,0,1,0,Moderate
12/3/2031,28.6,76,413.9,Karachi,10,0,1013,3,12,2031,2,0,0,0,Moderate
12/4/2031,29.5,78,412.7,Karachi,8,0.1,1011,4,12,2031,3,1,0,0,Moderate
12/5/2031,39.8,85,418.4,Karachi,13,0,1013,5,12,2031,4,0,1,1,High
12/6/2031,21.7,80,417.4,Karachi,9,0.1,1010,6,12,2031,5,1,0,1,Moderate
12/7/2031,33.2,79,412.4,Karachi,8,0.2,1006,7,12,2031,6,1,1,0,Moderate
12/8/2031,27.1,74,412.3,Karachi,18,0,1017,8,12,2031,0,0,0,0,Moderate
12/9/2031,28.9,84,417.9,Karachi,13,0,1008,9,12,2031,1,0,0,1,High
12/10/2031,27.9,77,416.1,Karachi,6,0.2,1007,10,12,2031,2,1,0,1,Moderate
12/11/2031,26.7,79,417.3,Karachi,15,0.2,1012,11,12,2031,3,1,0,1,Moderate
12/12/2031,26.3,87,412.4,Karachi,15,0.2,1007,12,12,2031,4,1,0,0,High
12/13/2031,29,83,409.4,Karachi,6,0.1,1009,13,12,2031,5,1,0,0,High
12/14/2031,23.4,72,412.4,Karachi,17,0.3,1010,14,12,2031,6,1,0,0,Moderate
12/15/2031,30.3,71,417.1,Karachi,7,0.2,1010,15,12,2031,0,1,1,1,Moderate
12/16/2031,26.8,80,421.3,Karachi,14,0.1,1009,16,12,2031,1,1,0,1,Moderate
12/17/2031,24.6,74,413.7,Karachi,8,0.1,1015,17,12,2031,2,1,0,0,Moderate
12/18/2031,26.6,83,421.8,Karachi,16,0,1010,18,12,2031,3,0,0,1,High
12/19/2031,31.8,80,417.5,Karachi,14,0.1,1007,19,12,2031,4,1,1,1,Moderate
12/20/2031,26.4,81,410.8,Karachi,13,0,1013,20,12,2031,5,0,0,0,High
12/21/2031,29.1,76,415.6,Karachi,17,0,1008,21,12,2031,6,0,0,1,Moderate
12/22/2031,25.8,89,417.6,Karachi,9,0,1010,22,12,2031,0,0,0,1,High
12/23/2031,30.3,94,407.7,Karachi,6,0,1007,23,12,2031,1,0,1,0,High
12/24/2031,30.1,79,416.9,Karachi,7,0.1,1011,24,12,2031,2,1,1,1,Moderate
12/25/2031,33.5,82,418.5,Karachi,12,0.1,1010,25,12,2031,3,1,1,1,High
12/26/2031,27.5,80,416.2,Karachi,10,0,1010,26,12,2031,4,0,0,1,Moderate
12/27/2031,30,79,414.8,Karachi,17,0.2,1010,27,12,2031,5,1,0,0,Moderate
12/28/2031,28.3,76,414.5,Karachi,9,0.1,1012,28,12,2031,6,1,0,0,Moderate
12/29/2031,31.9,75,414.3,Karachi,8,0.1,1012,29,12,2031,0,1,1,0,Moderate
12/30/2031,25.8,74,411.5,Karachi,8,0,1007,30,12,2031,1,0,0,0,Moderate
12/31/2031,30.2,82,412.9,Karachi,12,0.2,1008,31,12,2031,2,1,1,0,High
1/1/2032,27.4,77,413.8,Karachi,16,0.1,1013,1,1,2032,3,1,0,0,Moderate
1/2/2032,27.8,67,415.3,Karachi,10,0.2,1008,2,1,2032,4,1,0,1,Moderate
1/3/2032,28.3,82,413.3,Karachi,9,0,1011,3,1,2032,5,0,0,0,High
1/4/2032,28.8,80,412.4,Karachi,9,0,1013,4,1,2032,6,0,0,0,Moderate
1/5/2032,27.7,87,417.3,Karachi,10,0,1005,5,1,2032,0,0,0,1,High
1/6/2032,28.6,82,416.1,Karachi,19,0,1009,6,1,2032,1,0,0,1,High
1/7/2032,32.7,73,413.4,Karachi,17,0.1,1012,7,1,2032,2,1,1,0,Moderate
1/8/2032,31,69,416.5,Karachi,15,0.2,1010,8,1,2032,3,1,1,1,Moderate
1/9/2032,30.6,76,413.6,Karachi,15,0.1,1009,9,1,2032,4,1,1,0,Moderate
1/10/2032,26.6,77,415.2,Karachi,7,0,1012,10,1,2032,5,0,0,1,Moderate
1/11/2032,25.3,85,417.9,Karachi,11,0.1,1013,11,1,2032,6,1,0,1,High
1/12/2032,30.9,80,413.2,Karachi,5,0,1008,12,1,2032,0,0,1,0,Moderate
1/13/2032,30.6,86,411.5,Karachi,9,0,1015,13,1,2032,1,0,1,0,High
1/14/2032,32.4,73,414.6,Karachi,10,0.1,1005,14,1,2032,2,1,1,0,Moderate
1/15/2032,26.2,85,410.9,Karachi,17,0.1,1005,15,1,2032,3,1,0,0,High
1/16/2032,27.3,84,414.2,Karachi,18,0.1,1009,16,1,2032,4,1,0,0,High
1/17/2032,23.1,70,414.2,Karachi,19,0,1009,17,1,2032,5,0,0,0,Moderate
1/18/2032,26.8,87,407.6,Karachi,6,0,1009,18,1,2032,6,0,0,0,High
1/19/2032,31,80,416.6,Karachi,6,0.3,1008,19,1,2032,0,1,1,1,Moderate
1/20/2032,26.6,82,414.5,Karachi,13,0.4,1008,20,1,2032,1,1,0,0,High
1/21/2032,29.9,76,418.5,Karachi,6,0,1009,21,1,2032,2,0,0,1,Moderate
1/22/2032,27.4,86,415.6,Karachi,7,0.1,1008,22,1,2032,3,1,0,1,High
1/23/2032,29,74,417.2,Karachi,5,0,1012,23,1,2032,4,0,0,1,Moderate
1/24/2032,24.6,84,418.6,Karachi,13,0,1010,24,1,2032,5,0,0,1,High
